year,origin_region,origin,academic_type,students
2000/01,South and Central Asia,Turkmenistan,Undergraduate,32
2000/01,South and Central Asia,Uzbekistan,Graduate,153
2000/01,South and Central Asia,Uzbekistan,Other,16
2000/01,South and Central Asia,Uzbekistan,Undergraduate,249
2000/01,Southeast Asia,Brunei,Graduate,6
2000/01,Southeast Asia,Brunei,Other,2
2000/01,Southeast Asia,Brunei,Undergraduate,17
2000/01,Southeast Asia,Burma/Myanmar,Graduate,136
2000/01,Southeast Asia,Burma/Myanmar,Other,14
2000/01,Southeast Asia,Burma/Myanmar,Undergraduate,524
2000/01,Southeast Asia,Cambodia,Graduate,31
2000/01,Southeast Asia,Cambodia,Other,17
2000/01,Southeast Asia,Cambodia,Undergraduate,138
2000/01,Southeast Asia,Indonesia,Graduate,2915
2000/01,Southeast Asia,Indonesia,Other,744
2000/01,Southeast Asia,Indonesia,Undergraduate,7966
2000/01,Southeast Asia,Laos,Graduate,17
2000/01,Southeast Asia,Laos,Other,6
2000/01,Southeast Asia,Laos,Undergraduate,73
2000/01,Southeast Asia,Malaysia,Graduate,2027
2000/01,Southeast Asia,Malaysia,Other,461
2000/01,Southeast Asia,Malaysia,Undergraduate,5307
2000/01,Southeast Asia,Philippines,Graduate,1156
2000/01,Southeast Asia,Philippines,Other,197
2000/01,Southeast Asia,Philippines,Undergraduate,1785
2000/01,Southeast Asia,Singapore,Graduate,1458
2000/01,Southeast Asia,Singapore,Other,201
2000/01,Southeast Asia,Singapore,Undergraduate,2507
2000/01,Southeast Asia,"Southeast Asia, Unspecified",Graduate,1
2000/01,Southeast Asia,"Southeast Asia, Unspecified",Other,0
2000/01,Southeast Asia,"Southeast Asia, Unspecified",Undergraduate,0
2000/01,Southeast Asia,Thailand,Graduate,7004
2000/01,Southeast Asia,Thailand,Other,1008
2000/01,Southeast Asia,Thailand,Undergraduate,3175
2000/01,Southeast Asia,Vietnam,Graduate,488
2000/01,Southeast Asia,Vietnam,Other,113
2000/01,Southeast Asia,Vietnam,Undergraduate,1421
2000/01,Southern Africa,Angola,Graduate,18
2000/01,Southern Africa,Angola,Other,36
2000/01,Southern Africa,Angola,Undergraduate,294
2000/01,Southern Africa,Botswana,Graduate,222
2000/01,Southern Africa,Botswana,Other,25
2000/01,Southern Africa,Botswana,Undergraduate,693
2000/01,Southern Africa,Comoros,Graduate,7
2000/01,Southern Africa,Comoros,Other,2
2000/01,Southern Africa,Comoros,Undergraduate,29
2000/01,Southern Africa,Eswatini,Graduate,22
2000/01,Southern Africa,Eswatini,Other,4
2000/01,Southern Africa,Eswatini,Undergraduate,78
2000/01,Southern Africa,Lesotho,Graduate,12
2000/01,Southern Africa,Lesotho,Other,1
2000/01,Southern Africa,Lesotho,Undergraduate,22
2000/01,Southern Africa,Madagascar,Graduate,57
2000/01,Southern Africa,Madagascar,Other,6
2000/01,Southern Africa,Madagascar,Undergraduate,51
2000/01,Southern Africa,Malawi,Graduate,120
2000/01,Southern Africa,Malawi,Other,19
2000/01,Southern Africa,Malawi,Undergraduate,289
2000/01,Southern Africa,Mauritius,Graduate,84
2000/01,Southern Africa,Mauritius,Other,12
2000/01,Southern Africa,Mauritius,Undergraduate,150
2000/01,Southern Africa,Mozambique,Graduate,42
2000/01,Southern Africa,Mozambique,Other,6
2000/01,Southern Africa,Mozambique,Undergraduate,38
2000/01,Southern Africa,Namibia,Graduate,41
2000/01,Southern Africa,Namibia,Other,0
2000/01,Southern Africa,Namibia,Undergraduate,76
2000/01,Southern Africa,Reunion,Graduate,1
2000/01,Southern Africa,Reunion,Other,0
2000/01,Southern Africa,Reunion,Undergraduate,1
2000/01,Southern Africa,South Africa,Graduate,739
2000/01,Southern Africa,South Africa,Other,83
2000/01,Southern Africa,South Africa,Undergraduate,1283
2000/01,Southern Africa,"Southern Africa, Unspecified",Graduate,0
2000/01,Southern Africa,"Southern Africa, Unspecified",Other,0
2000/01,Southern Africa,"Southern Africa, Unspecified",Undergraduate,1
2000/01,Southern Africa,Zambia,Graduate,126
2000/01,Southern Africa,Zambia,Other,20
2000/01,Southern Africa,Zambia,Undergraduate,468
2000/01,Southern Africa,Zimbabwe,Graduate,304
2000/01,Southern Africa,Zimbabwe,Other,63
2000/01,Southern Africa,Zimbabwe,Undergraduate,1335
2000/01,Stateless,Stateless,Graduate,6
2000/01,Stateless,Stateless,Other,1
2000/01,Stateless,Stateless,Undergraduate,2
2000/01,West Africa,Benin,Graduate,68
2000/01,West Africa,Benin,Other,5
2000/01,West Africa,Benin,Undergraduate,72
2000/01,West Africa,Burkina Faso,Graduate,47
2000/01,West Africa,Burkina Faso,Other,8
2000/01,West Africa,Burkina Faso,Undergraduate,57
2000/01,West Africa,Cabo Verde,Graduate,14
2000/01,West Africa,Cabo Verde,Other,5
2000/01,West Africa,Cabo Verde,Undergraduate,39
2000/01,West Africa,Côte d’Ivoire,Graduate,144
2000/01,West Africa,Côte d’Ivoire,Other,44
2000/01,West Africa,Côte d’Ivoire,Undergraduate,449
2000/01,West Africa,"Gambia, The",Graduate,52
2000/01,West Africa,"Gambia, The",Other,63
2000/01,West Africa,"Gambia, The",Undergraduate,272
2000/01,West Africa,Ghana,Graduate,772
2000/01,West Africa,Ghana,Other,92
2000/01,West Africa,Ghana,Undergraduate,1605
2000/01,West Africa,Guinea,Graduate,37
2000/01,West Africa,Guinea,Other,27
2000/01,West Africa,Guinea,Undergraduate,172
2000/01,West Africa,GuineaBissau,Graduate,10
2000/01,West Africa,GuineaBissau,Other,0
2000/01,West Africa,GuineaBissau,Undergraduate,6
2000/01,West Africa,Liberia,Graduate,84
2000/01,West Africa,Liberia,Other,16
2000/01,West Africa,Liberia,Undergraduate,351
2000/01,West Africa,Mali,Graduate,97
2000/01,West Africa,Mali,Other,18
2000/01,West Africa,Mali,Undergraduate,323
2000/01,West Africa,Mauritania,Graduate,22
2000/01,West Africa,Mauritania,Other,8
2000/01,West Africa,Mauritania,Undergraduate,43
2000/01,West Africa,Niger,Graduate,27
2000/01,West Africa,Niger,Other,8
2000/01,West Africa,Niger,Undergraduate,51
2000/01,West Africa,Nigeria,Graduate,1021
2000/01,West Africa,Nigeria,Other,142
2000/01,West Africa,Nigeria,Undergraduate,2657
2000/01,West Africa,Saint Helena,Graduate,0
2000/01,West Africa,Saint Helena,Other,0
2000/01,West Africa,Saint Helena,Undergraduate,1
2000/01,West Africa,Senegal,Graduate,153
2000/01,West Africa,Senegal,Other,52
2000/01,West Africa,Senegal,Undergraduate,527
2000/01,West Africa,Sierra Leone,Graduate,106
2000/01,West Africa,Sierra Leone,Other,12
2000/01,West Africa,Sierra Leone,Undergraduate,217
2000/01,West Africa,Togo,Graduate,53
2000/01,West Africa,Togo,Other,69
2000/01,West Africa,Togo,Undergraduate,208
2000/01,West Africa,"West Africa, Unspecified",Graduate,0
2000/01,West Africa,"West Africa, Unspecified",Other,0
2000/01,West Africa,"West Africa, Unspecified",Undergraduate,16
2001/02,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Graduate,0
2001/02,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Other,0
2001/02,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Undergraduate,0
2001/02,Asia,"Asia, Unspecified",Graduate,0
2001/02,Asia,"Asia, Unspecified",Other,0
2001/02,Asia,"Asia, Unspecified",Undergraduate,0
2001/02,Caribbean,Anguilla,Graduate,4
2001/02,Caribbean,Anguilla,Other,0
2001/02,Caribbean,Anguilla,Undergraduate,42
2001/02,Caribbean,Antigua and Barbuda,Graduate,55
2001/02,Caribbean,Antigua and Barbuda,Other,7
2001/02,Caribbean,Antigua and Barbuda,Undergraduate,177
2001/02,Caribbean,Aruba,Graduate,5
2001/02,Caribbean,Aruba,Other,1
2001/02,Caribbean,Aruba,Undergraduate,57
2001/02,Caribbean,Bahamas,Graduate,328
2001/02,Caribbean,Bahamas,Other,33
2001/02,Caribbean,Bahamas,Undergraduate,1612
2001/02,Caribbean,Barbados,Graduate,161
2001/02,Caribbean,Barbados,Other,25
2001/02,Caribbean,Barbados,Undergraduate,393
2001/02,Caribbean,Bermuda,Graduate,96
2001/02,Caribbean,Bermuda,Other,11
2001/02,Caribbean,Bermuda,Undergraduate,419
2001/02,Caribbean,British Virgin Islands,Graduate,13
2001/02,Caribbean,British Virgin Islands,Other,6
2001/02,Caribbean,British Virgin Islands,Undergraduate,77
2001/02,Caribbean,"Caribbean, Unspecified",Graduate,7
2001/02,Caribbean,"Caribbean, Unspecified",Other,2
2001/02,Caribbean,"Caribbean, Unspecified",Undergraduate,72
2001/02,Caribbean,Cayman Islands,Graduate,24
2001/02,Caribbean,Cayman Islands,Other,3
2001/02,Caribbean,Cayman Islands,Undergraduate,185
2001/02,Caribbean,Cuba,Graduate,47
2001/02,Caribbean,Cuba,Other,6
2001/02,Caribbean,Cuba,Undergraduate,110
2001/02,Caribbean,Dominica,Graduate,56
2001/02,Caribbean,Dominica,Other,5
2001/02,Caribbean,Dominica,Undergraduate,172
2001/02,Caribbean,Dominican Republic,Graduate,241
2001/02,Caribbean,Dominican Republic,Other,60
2001/02,Caribbean,Dominican Republic,Undergraduate,596
2001/02,Caribbean,Grenada,Graduate,49
2001/02,Caribbean,Grenada,Other,7
2001/02,Caribbean,Grenada,Undergraduate,128
2001/02,Caribbean,Guadeloupe,Graduate,4
2001/02,Caribbean,Guadeloupe,Other,0
2001/02,Caribbean,Guadeloupe,Undergraduate,5
2001/02,Caribbean,Haiti,Graduate,164
2001/02,Caribbean,Haiti,Other,18
2001/02,Caribbean,Haiti,Undergraduate,1002
2001/02,Caribbean,Jamaica,Graduate,917
2001/02,Caribbean,Jamaica,Other,73
2001/02,Caribbean,Jamaica,Undergraduate,3297
2001/02,Caribbean,Martinique,Graduate,1
2001/02,Caribbean,Martinique,Other,1
2001/02,Caribbean,Martinique,Undergraduate,11
2001/02,Caribbean,Montserrat,Graduate,1
2001/02,Caribbean,Montserrat,Other,0
2001/02,Caribbean,Montserrat,Undergraduate,5
2001/02,Caribbean,Netherlands Antilles,Graduate,53
2001/02,Caribbean,Netherlands Antilles,Other,14
2001/02,Caribbean,Netherlands Antilles,Undergraduate,267
2001/02,Caribbean,St. Kitts and Nevis,Graduate,52
2001/02,Caribbean,St. Kitts and Nevis,Other,5
2001/02,Caribbean,St. Kitts and Nevis,Undergraduate,89
2001/02,Caribbean,St. Lucia,Graduate,55
2001/02,Caribbean,St. Lucia,Other,7
2001/02,Caribbean,St. Lucia,Undergraduate,206
2001/02,Caribbean,St. Vincent and the Grenadines,Graduate,40
2001/02,Caribbean,St. Vincent and the Grenadines,Other,1
2001/02,Caribbean,St. Vincent and the Grenadines,Undergraduate,90
2001/02,Caribbean,Trinidad and Tobago,Graduate,594
2001/02,Caribbean,Trinidad and Tobago,Other,61
2001/02,Caribbean,Trinidad and Tobago,Undergraduate,2013
2001/02,Caribbean,Turks and Caicos,Graduate,8
2001/02,Caribbean,Turks and Caicos,Other,1
2001/02,Caribbean,Turks and Caicos,Undergraduate,54
2001/02,Central Africa,Cameroon,Graduate,253
2001/02,Central Africa,Cameroon,Other,40
2001/02,Central Africa,Cameroon,Undergraduate,675
2001/02,Central Africa,"Central Africa, Unspecified",Graduate,0
2001/02,Central Africa,"Central Africa, Unspecified",Other,0
2001/02,Central Africa,"Central Africa, Unspecified",Undergraduate,0
2001/02,Central Africa,Central African Republic,Graduate,4
2001/02,Central Africa,Central African Republic,Other,1
2001/02,Central Africa,Central African Republic,Undergraduate,7
2001/02,Central Africa,Chad,Graduate,10
2001/02,Central Africa,Chad,Other,10
2001/02,Central Africa,Chad,Undergraduate,41
2001/02,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Graduate,64
2001/02,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Other,35
2001/02,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Undergraduate,324
2001/02,Central Africa,"Congo, Republic of the (Brazzaville)",Graduate,2
2001/02,Central Africa,"Congo, Republic of the (Brazzaville)",Other,0
2001/02,Central Africa,"Congo, Republic of the (Brazzaville)",Undergraduate,6
2001/02,Central Africa,Equatorial Guinea,Graduate,4
2001/02,Central Africa,Equatorial Guinea,Other,7
2001/02,Central Africa,Equatorial Guinea,Undergraduate,25
2001/02,Central Africa,Gabon,Graduate,20
2001/02,Central Africa,Gabon,Other,9
2001/02,Central Africa,Gabon,Undergraduate,73
2001/02,Central Africa,São Tomé and Príncipe,Graduate,5
2001/02,Central Africa,São Tomé and Príncipe,Other,0
2001/02,Central Africa,São Tomé and Príncipe,Undergraduate,2
2001/02,East Africa,Burundi,Graduate,8
2001/02,East Africa,Burundi,Other,1
2001/02,East Africa,Burundi,Undergraduate,67
2001/02,East Africa,Djibouti,Graduate,1
2001/02,East Africa,Djibouti,Other,1
2001/02,East Africa,Djibouti,Undergraduate,6
2001/02,East Africa,"East Africa, Unspecified",Graduate,0
2001/02,East Africa,"East Africa, Unspecified",Other,0
2001/02,East Africa,"East Africa, Unspecified",Undergraduate,0
2001/02,East Africa,Eritrea,Graduate,100
2001/02,East Africa,Eritrea,Other,6
2001/02,East Africa,Eritrea,Undergraduate,55
2001/02,East Africa,Ethiopia,Graduate,340
2001/02,East Africa,Ethiopia,Other,36
2001/02,East Africa,Ethiopia,Undergraduate,757
2001/02,East Africa,Kenya,Graduate,1654
2001/02,East Africa,Kenya,Other,175
2001/02,East Africa,Kenya,Undergraduate,5268
2001/02,East Africa,Rwanda,Graduate,57
2001/02,East Africa,Rwanda,Other,6
2001/02,East Africa,Rwanda,Undergraduate,200
2001/02,East Africa,Seychelles,Graduate,2
2001/02,East Africa,Seychelles,Other,0
2001/02,East Africa,Seychelles,Undergraduate,18
2001/02,East Africa,Somalia,Graduate,16
2001/02,East Africa,Somalia,Other,2
2001/02,East Africa,Somalia,Undergraduate,68
2001/02,East Africa,Sudan,Graduate,156
2001/02,East Africa,Sudan,Other,32
2001/02,East Africa,Sudan,Undergraduate,190
2001/02,East Africa,Tanzania,Graduate,340
2001/02,East Africa,Tanzania,Other,57
2001/02,East Africa,Tanzania,Undergraduate,1417
2001/02,East Africa,Uganda,Graduate,307
2001/02,East Africa,Uganda,Other,32
2001/02,East Africa,Uganda,Undergraduate,465
2001/02,East Asia,China,Graduate,50969
2001/02,East Asia,China,Other,3583
2001/02,East Asia,China,Undergraduate,8659
2001/02,East Asia,"East Asia, Unspecified",Graduate,1
2001/02,East Asia,"East Asia, Unspecified",Other,0
2001/02,East Asia,"East Asia, Unspecified",Undergraduate,0
2001/02,East Asia,Hong Kong,Graduate,1515
2001/02,East Asia,Hong Kong,Other,402
2001/02,East Asia,Hong Kong,Undergraduate,5840
2001/02,East Asia,Japan,Graduate,9691
2001/02,East Asia,Japan,Other,5531
2001/02,East Asia,Japan,Undergraduate,31588
2001/02,East Asia,Macau,Graduate,76
2001/02,East Asia,Macau,Other,26
2001/02,East Asia,Macau,Undergraduate,269
2001/02,East Asia,Mongolia,Graduate,232
2001/02,East Asia,Mongolia,Other,70
2001/02,East Asia,Mongolia,Undergraduate,271
2001/02,East Asia,North Korea,Graduate,45
2001/02,East Asia,North Korea,Other,10
2001/02,East Asia,North Korea,Undergraduate,58
2001/02,East Asia,South Korea,Graduate,23676
2001/02,East Asia,South Korea,Other,5585
2001/02,East Asia,South Korea,Undergraduate,19786
2001/02,East Asia,Taiwan,Graduate,15923
2001/02,East Asia,Taiwan,Other,2923
2001/02,East Asia,Taiwan,Undergraduate,10085
2001/02,Europe,Albania,Graduate,277
2001/02,Europe,Albania,Other,47
2001/02,Europe,Albania,Undergraduate,805
2001/02,Europe,Andorra,Graduate,2
2001/02,Europe,Andorra,Other,0
2001/02,Europe,Andorra,Undergraduate,6
2001/02,Europe,Armenia,Graduate,262
2001/02,Europe,Armenia,Other,25
2001/02,Europe,Armenia,Undergraduate,152
2001/02,Europe,Austria,Graduate,395
2001/02,Europe,Austria,Other,138
2001/02,Europe,Austria,Undergraduate,546
2001/02,Europe,Azerbaijan,Graduate,160
2001/02,Europe,Azerbaijan,Other,25
2001/02,Europe,Azerbaijan,Undergraduate,92
2001/02,Europe,Belarus,Graduate,163
2001/02,Europe,Belarus,Other,24
2001/02,Europe,Belarus,Undergraduate,224
2001/02,Europe,Belgium,Graduate,391
2001/02,Europe,Belgium,Other,72
2001/02,Europe,Belgium,Undergraduate,420
2001/02,Europe,Bosnia and Herzegovina,Graduate,128
2001/02,Europe,Bosnia and Herzegovina,Other,21
2001/02,Europe,Bosnia and Herzegovina,Undergraduate,363
2001/02,Europe,Bulgaria,Graduate,1289
2001/02,Europe,Bulgaria,Other,165
2001/02,Europe,Bulgaria,Undergraduate,2129
2001/02,Europe,Croatia,Graduate,330
2001/02,Europe,Croatia,Other,40
2001/02,Europe,Croatia,Undergraduate,432
2001/02,Europe,Cyprus,Graduate,661
2001/02,Europe,Cyprus,Other,79
2001/02,Europe,Cyprus,Undergraduate,1287
2001/02,Europe,Czechia/Czech Republic,Graduate,386
2001/02,Europe,Czechia/Czech Republic,Other,66
2001/02,Europe,Czechia/Czech Republic,Undergraduate,700
2001/02,Europe,"Czechoslovakia, Former",Graduate,1
2001/02,Europe,"Czechoslovakia, Former",Other,0
2001/02,Europe,"Czechoslovakia, Former",Undergraduate,9
2001/02,Europe,Denmark,Graduate,360
2001/02,Europe,Denmark,Other,134
2001/02,Europe,Denmark,Undergraduate,428
2001/02,Europe,Estonia,Graduate,84
2001/02,Europe,Estonia,Other,13
2001/02,Europe,Estonia,Undergraduate,196
2001/02,Europe,"Europe, Unspecified",Graduate,0
2001/02,Europe,"Europe, Unspecified",Other,0
2001/02,Europe,"Europe, Unspecified",Undergraduate,0
2001/02,Europe,Finland,Graduate,221
2001/02,Europe,Finland,Other,57
2001/02,Europe,Finland,Undergraduate,540
2001/02,Europe,France,Graduate,3258
2001/02,Europe,France,Other,947
2001/02,Europe,France,Undergraduate,3195
2001/02,Europe,Georgia,Graduate,181
2001/02,Europe,Georgia,Other,22
2001/02,Europe,Georgia,Undergraduate,142
2001/02,Europe,Germany,Graduate,4256
2001/02,Europe,Germany,Other,989
2001/02,Europe,Germany,Undergraduate,4368
2001/02,Europe,Gibraltar,Graduate,0
2001/02,Europe,Gibraltar,Other,0
2001/02,Europe,Gibraltar,Undergraduate,1
2001/02,Europe,Greece,Graduate,1629
2001/02,Europe,Greece,Other,126
2001/02,Europe,Greece,Undergraduate,844
2001/02,Europe,Holy See,Graduate,0
2001/02,Europe,Holy See,Other,0
2001/02,Europe,Holy See,Undergraduate,1
2001/02,Europe,Hungary,Graduate,542
2001/02,Europe,Hungary,Other,75
2001/02,Europe,Hungary,Undergraduate,624
2001/02,Europe,Iceland,Graduate,566
2001/02,Europe,Iceland,Other,39
2001/02,Europe,Iceland,Undergraduate,285
2001/02,Europe,Ireland,Graduate,443
2001/02,Europe,Ireland,Other,82
2001/02,Europe,Ireland,Undergraduate,528
2001/02,Europe,Italy,Graduate,1920
2001/02,Europe,Italy,Other,322
2001/02,Europe,Italy,Undergraduate,1091
2001/02,Europe,Kosovo,Graduate,0
2001/02,Europe,Kosovo,Other,0
2001/02,Europe,Kosovo,Undergraduate,0
2001/02,Europe,Latvia,Graduate,130
2001/02,Europe,Latvia,Other,29
2001/02,Europe,Latvia,Undergraduate,275
2001/02,Europe,Liechtenstein,Graduate,2
2001/02,Europe,Liechtenstein,Other,1
2001/02,Europe,Liechtenstein,Undergraduate,8
2001/02,Europe,Lithuania,Graduate,210
2001/02,Europe,Lithuania,Other,40
2001/02,Europe,Lithuania,Undergraduate,378
2001/02,Europe,Luxembourg,Graduate,27
2001/02,Europe,Luxembourg,Other,1
2001/02,Europe,Luxembourg,Undergraduate,33
2001/02,Europe,Malta,Graduate,28
2001/02,Europe,Malta,Other,4
2001/02,Europe,Malta,Undergraduate,19
2001/02,Europe,Moldova,Graduate,96
2001/02,Europe,Moldova,Other,21
2001/02,Europe,Moldova,Undergraduate,152
2001/02,Europe,Monaco,Graduate,4
2001/02,Europe,Monaco,Other,2
2001/02,Europe,Monaco,Undergraduate,9
2001/02,Europe,Netherlands,Graduate,670
2001/02,Europe,Netherlands,Other,194
2001/02,Europe,Netherlands,Undergraduate,926
2001/02,Europe,North Macedonia,Graduate,101
2001/02,Europe,North Macedonia,Other,18
2001/02,Europe,North Macedonia,Undergraduate,218
2001/02,Europe,Norway,Graduate,566
2001/02,Europe,Norway,Other,150
2001/02,Europe,Norway,Undergraduate,1608
2001/02,Europe,Poland,Graduate,784
2001/02,Europe,Poland,Other,203
2001/02,Europe,Poland,Undergraduate,1618
2001/02,Europe,Portugal,Graduate,451
2001/02,Europe,Portugal,Other,44
2001/02,Europe,Portugal,Undergraduate,451
2001/02,Europe,Romania,Graduate,2214
2001/02,Europe,Romania,Other,154
2001/02,Europe,Romania,Undergraduate,957
2001/02,Europe,Russia,Graduate,3380
2001/02,Europe,Russia,Other,421
2001/02,Europe,Russia,Undergraduate,2843
2001/02,Europe,San Marino,Graduate,2
2001/02,Europe,San Marino,Other,0
2001/02,Europe,San Marino,Undergraduate,0
2001/02,Europe,Serbia and Montenegro,Graduate,0
